"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 194건","","","","796,432","","",""
"1","카레(커리)","니가타현","2017-12-18","360","불검출","불검출","적합"
"2","카레(커리)","니가타현","2018-01-08","720","불검출","불검출","적합"
"3","복합조미식품","니가타현","2018-01-08","768","불검출","불검출","적합"
"4","소스","사이타마현","2017-10-10","734","불검출","불검출","적합"
"5","복합조미식품","니가타현","2017-12-28","192","불검출","불검출","적합"
"6","소스","도치기현","2017-12-04","119","불검출","불검출","적합"
"7","카레(커리)","니가타현","2018-01-08","360","불검출","불검출","적합"
"8","카레(커리)","시즈오카현","2018-01-26","276","불검출","불검출","적합"
"9","카레(커리)","시즈오카현","2018-01-12","276","불검출","불검출","적합"
"10","카레(커리)","시즈오카현","2018-01-12","276","불검출","불검출","적합"
"11","혼합제제","미에현","2018-01-22","72","불검출","불검출","적합"
"12","혼합제제","아이치현","2017-12-06","12","불검출","불검출","적합"
"13","건면","아이치현","2018-01-19","2,765","불검출","불검출","적합"
