"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 151건","","","","688,513","","",""
"1","즉석조리식품","가나가와현","2018-01-19","7,927","불검출","불검출","적합"
"2","즉석조리식품","가나가와현","2018-01-22","7,663","불검출","불검출","적합"
"3","즉석조리식품","가나가와현","2018-01-17","4,774","불검출","불검출","적합"
"4","과자","니가타현","2018-01-25","151","불검출","불검출","적합"
"5","과자","야마가타현","2018-01-24","201","불검출","불검출","적합"
"6","과자","야마가타현","2018-01-23","185","불검출","불검출","적합"
"7","볶은커피","군마현","2017-11-17","19","불검출","불검출","적합"
"8","글루코아밀라아제","아이치현","2018-01-27","100","불검출","불검출","적합"
"9","과자","니가타현","2018-02-15","1,601","불검출","불검출","적합"
"10","맥주","오이타현","2018-01-11","4,000","불검출","불검출","적합"
"11","맥주","오이타현","2018-01-11","10,760","불검출","불검출","적합"
"12","떡류","니가타현","2018-02-02","9,000","불검출","불검출","적합"
"13","복합조미식품","오사카부","2018-02-16","4,000","불검출","불검출","적합"
