"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 99건","","","","181,564","","",""
"1","고형차","아이치현","2018-02-03","129","불검출","불검출","적합"
"2","혼합제제","미에현","2018-01-15","4,056","불검출","불검출","적합"
"3","자당지방산에스테르","미에현","2018-01-05","2,160","불검출","불검출","적합"
"4","자당지방산에스테르","미에현","2017-12-08","2,160","불검출","불검출","적합"
"5","청주","니가타현","2018-01-15","173","불검출","불검출","적합"
"6","캔디류","군마현","2018-01-12","6,240","불검출","불검출","적합"
"7","과·채가공품","오카야마현","2018-01-16","802","불검출","불검출","적합"
"8","캔디류","군마현","2018-01-12","1,248","불검출","불검출","적합"
"9","캔디류","군마현","2018-01-10","1,248","불검출","불검출","적합"
"10","용성비타민P","기후현","2017-11-28","60","불검출","불검출","적합"
"11","소스","야마가타현","2018-01-19","8,670","불검출","불검출","적합"
"12","소스","사가현","2018-01-10","4,770","불검출","불검출","적합"
"13","소스","나가사키현","2018-01-26","5,016","불검출","불검출","적합"
