"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 108건","","","","788,197","","",""
"1","조미된장","아이치현","2017-08-22","18,000","불검출","불검출","적합"
"2","장류절임","나가노현","2017-07-29","400","불검출","불검출","적합"
"3","소스류","히로시마현","2017-08-02","660","불검출","불검출","적합"
"4","혼합제제","오사카부","2017-08-18","30","불검출","불검출","적합"
"5","혼합제제","시즈오카현","2017-08-09","125","불검출","불검출","적합"
"6","맥주","후쿠오카현","2017-08-01","17,448","불검출","불검출","적합"
"7","혼합제제","히로시마현","2017-08-23","150","불검출","불검출","적합"
"8","혼합제제","나가노현","2017-08-23","500","불검출","불검출","적합"
"9","소스류","야마나시현","","3,724","불검출","불검출","적합"
"10","국수","나가사키현","","100","불검출","불검출","적합"
"11","트랜스글루코시다아제","시가현","2017-08-22","336","불검출","불검출","적합"
"12","조제해수염화마그네슘","나가사키현","2017-08-25","2,376","불검출","불검출","적합"
"13","과자(스낵과자)","미에현","2017-08-02","6,345","불검출","불검출","적합"
