"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","124","","421,215","","",""
"1","빵류(그외
빵류)","미야기현","2015-08-10","600","불검출","불검출","적합"
"2","5'-이노신산이나트륨","가나가와현","2013-11-21","550","불검출","불검출","적합"
"3","국수","가가와현","2015-08-19","100","불검출","불검출","적합"
"4","양조간장","가가와현","2015-10-19","900","불검출","불검출","적합"
"5","과자(스낵과자)","효고현","2015-10-26","2,520","불검출","불검출","적합"
"6","과자(스낵과자)","효고현","2015-10-26","1,000","불검출","불검출","적합"
"7","기타천연착향료","야마나시현","2015-09-18","114","불검출","불검출","적합"
"8","기타천연착향료","야마나시현","2015-09-09","76","불검출","불검출","적합"
"9","혼합제제","효고현","2015-10-20","90","불검출","불검출","적합"
"10","혼합제제","오카야마현","2015-09-28","500","불검출","불검출","적합"
"11","혼합제제","오사카부","2015-10-09","145","불검출","불검출","적합"
"12","혼합제제","사이타마현","2015-10-16","70","불검출","불검출","적합"
"13","혼합제제","사이타마현","2015-09-29","60","불검출","불검출","적합"
"14","청주","아키타현","2015-08-29","259.2","불검출","불검출","적합"
