"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","77","","395,240","","",""
"1","국수","아키타현","2015-08-18","786","불검출","불검출","적합"
"2","캔디류(사탕)","아이치현","2015-10-22","240","불검출","불검출","적합"
"3","어묵","시마네현","2015-10-20","1,000","불검출","불검출","적합"
"4","어묵","시마네현","2015-10-08","1,416.8","불검출","불검출","적합"
"5","어묵","시마네현","2015-10-14","1,400","불검출","불검출","적합"
"6","어묵","시마네현","2015-10-15","672","불검출","불검출","적합"
"7","어묵","시마네현","2015-10-13","2,226","불검출","불검출","적합"
"8","어묵","시마네현","2015-10-09","240","불검출","불검출","적합"
"9","어묵","시마네현","2015-10-14","600","불검출","불검출","적합"
"10","과자(크래커)","아이치현","2015-09-28","68.3","불검출","불검출","적합"
"11","어묵","시마네현","2015-10-04","150","불검출","불검출","적합"
"12","어묵","시마네현","2015-10-11","698.4","불검출","불검출","적합"
"13","어묵","시마네현","2015-09-10","352.8","불검출","불검출","적합"
