"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건20","-","-","33,536","-","-","-"
"1","냉동상어
(
진환도상어
,F)","태평양","2015-11-13","2,028","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2015-11-13","1,575","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2015-11-13","337","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2015-11-13","1,881","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2015-11-13","8,419","불검출","불검출","적합"
"6","냉동새우
(
북쪽분홍새우
)","후쿠이현","2015-11-13","310","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2015-11-13","2,624","불검출","불검출","적합"
"8","냉장준치","와카야마현","2015-11-13","168","불검출","불검출","적합"
"9","활꼬막","사가현","2015-11-13","1,200","불검출","불검출","적합"
"10","냉장갈치","오이타현","2015-11-13","490","불검출","불검출","적합"
"11","냉장갈치","히로시마현","2015-11-13","930","불검출","불검출","적합"
"12","냉장갈치","가고시마현","2015-11-13","85","불검출","불검출","적합"
"13","활꼬막 새꼬막
(
)","사가현","2015-11-13","440","불검출","불검출","적합"
"14","냉장돔 황돔(
)","나가사키현","2015-11-13","188","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-11-13","4,350","불검출","불검출","적합"
