"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"82","채종유(유채유또는
카놀라유)","후쿠오카현","2015-10-27","10,725","불검출","불검출","적합"
"83","기타가공품","와카야마현","2015-10-16","1,000","불검출","불검출","적합"
"84","소스류","오이타현","2015-10-07","1,440","불검출","불검출","적합"
"85","빵류(그외 빵류)","히로시마현","2015-11-02","1,234.8","불검출","불검출","적합"
"86","빵류(그외 빵류)","히로시마현","2015-10-30","793.8","불검출","불검출","적합"
"87","빵류(그외 빵류)","히로시마현","2015-11-02","1,234.8","불검출","불검출","적합"
"88","혼합제제","오사카부","2015-10-20","16,104","불검출","불검출","적합"
"89","혼합제제","오사카부","2015-10-19","45","불검출","불검출","적합"
"90","혼합제제","오사카부","2015-10-19","30","불검출","불검출","적합"
"91","혼합제제","오사카부","2015-10-19","45","불검출","불검출","적합"
"92","소스류","후쿠오카현","2015-10-31","3,780","불검출","불검출","적합"
"93","덱스트린","효고현","2015-08-06","1,500","불검출","불검출","적합"
"94","복합조미식품","효고현","2015-10-14","750","불검출","불검출","적합"
"95","복합조미식품","효고현","2015-10-14","750","불검출","불검출","적합"
"96","복합조미식품","효고현","2015-10-20","750","불검출","불검출","적합"
"97","복합조미식품","효고현","2015-10-15","900","불검출","불검출","적합"
"98","소스류","아이치현","2015-07-27","60","불검출","불검출","적합"
"99","과자(스낵과자)","니가타현","2015-10-20","523.26","불검출","불검출","적합"
"100","활성탄","기후현","2015-10-23","6,000","불검출","불검출","적합"
"101","인스턴트커피","사이타마현","2015-09-02","43.2","불검출","불검출","적합"
"102","과자(쿠키)","도쿠시마현","2015-10-16","264","불검출","불검출","적합"
"103","과자(쿠키)","도쿠시마현","2015-10-20","330","불검출","불검출","적합"
"104","과자(스낵과자)","나가노현","2015-10-10","230","불검출","불검출","적합"
"105","캔디류(사탕)","미에현","2015-10-14","168.96","불검출","불검출","적합"
"106","캔디류(사탕)","미에현","2015-10-08","211.2","불검출","불검출","적합"
"107","캔디류(사탕)","미에현","2015-10-16","168.96","불검출","불검출","적합"
"108","밀크초콜릿","이바라키현","2015-09-05","146.88","불검출","불검출","적합"
"109","초콜릿가공품","이바라키현","2015-10-20","148.8","불검출","불검출","적합"
"110","초콜릿가공품","이바라키현","2015-10-05","259.2","불검출","불검출","적합"
"111","카레","미에현","2015-10-02","300","불검출","불검출","적합"
"112","과자(스낵과자)","아이치현","2015-10-27","456","불검출","불검출","적합"
"113","초콜릿가공품","후쿠오카현","2015-10-14","470.4","불검출","불검출","적합"
"114","혼합제제","사이타마현","2015-10-20","80","불검출","불검출","적합"
"115","액상차","오사카부","2015-09-01","277.44","불검출","불검출","적합"
