"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2018-11-13","1,300","적합","적합","적합"
"22","활돔(강담돔)","와카야마현","2018-11-13","556","적합","적합","적합"
"23","활가리비","홋카이도","2018-11-13","7,554","적합","적합","적합"
"24","활돔(참돔)","에히메현","2018-11-13","2,368","적합","적합","적합"
"25","냉장명태","홋카이도","2018-11-13","2,600","적합","적합","적합"
"26","냉장명태","홋카이도","2018-11-13","2,678","적합","적합","적합"
"27","활우렁쉥이","홋카이도","2018-11-13","16,694","적합","적합","적합"
"28","활우렁쉥이","홋카이도","2018-11-13","4,012","적합","적합","적합"
"29","활돔(참돔)","에히메현","2018-11-13","5,814","적합","적합","적합"
"30","활돔(참돔)","구마모토현","2018-11-13","4,977","적합","적합","적합"
"31","활돔(참돔)","구마모토현","2018-11-13","4,989","적합","적합","적합"
"32","활돔(참돔)","에히메현","2018-11-13","12,176","적합","적합","적합"
"33","활방어","에히메현","2018-11-13","8,643","적합","적합","적합"
"34","냉장명태","홋카이도","2018-11-13","2,600","적합","적합","적합"
"35","냉장명태","홋카이도","2018-11-13","6,500","적합","적합","적합"
"36","냉장갈치","와카야마현","2018-11-13","768","적합","적합","적합"
"37","활가리비","홋카이도","2018-11-13","6,992","적합","적합","적합"
"38","활가리비","홋카이도","2018-11-13","3,490","적합","적합","적합"
"39","마른해삼(자숙)","시마네현","2018-11-13","900","적합","적합","적합"
"40","냉장명태","홋카이도","2018-11-13","1,950","적합","적합","적합"
"41","냉장명태","홋카이도","2018-11-13","2,600","적합","적합","적합"
"42","냉장명태","홋카이도","2018-11-13","2,600","적합","적합","적합"
"43","활우렁쉥이","홋카이도","2018-11-13","8,677","적합","적합","적합"
"44","활돔(참돔)","에히메현","2018-11-13","2,370","적합","적합","적합"
