"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","혼합장","아이치현","2018-09-26","3,609","불검출","불검출","적합"
"16","기타
식용유지가
공품","지바현","2018-10-11","2,400","불검출","불검출","적합"
"17","복합조미식품","아이치현","2018-09-20","500","불검출","불검출","적합"
"18","당류가공품","효고현","2018-10-10","500","불검출","불검출","적합"
"19","당류가공품","오카야마현","2018-10-11","14,400","불검출","불검출","적합"
"20","당류가공품","효고현","2018-10-17","1,080","불검출","불검출","적합"
"21","소스","시즈오카현","2018-10-16","335","불검출","불검출","적합"
"22","소스","에히메현","2018-10-30","4,446","불검출","불검출","적합"
"23","소스","에히메현","2018-10-26","1,960","불검출","불검출","적합"
"24","소스","에히메현","2018-10-30","432","불검출","불검출","적합"
"25","혼합제제","효고현","2018-10-15","10,000","불검출","불검출","적합"
"26","혼합제제","오사카부","2018-10-24","100","불검출","불검출","적합"
"27","효모식품","오이타현","2018-05-25","2,500","불검출","불검출","적합"
"28","기타 어육가공품","훗카이도","2018-09-08","12","불검출","불검출","적합"
"29","과자","이시카와현","2018-10-03","2","불검출","불검출","적합"
"30","기타
수산물가공
품","후쿠시마현","2018-10-02","240","불검출","불검출","적합"
"31","기타
수산물가공
품","후쿠시마현","2018-10-09","654","불검출","불검출","적합"
"32","기타
수산물가공
품","후쿠시마현","2018-10-12","1,920","불검출","불검출","적합"
"33","기타
수산물가공
품","후쿠시마현","2018-10-08","120","불검출","불검출","적합"
"34","소주","구마모토현","2018-09-19","130","불검출","불검출","적합"
"35","청주","니가타현","2018-06-09","43","불검출","불검출","적합"
"36","기타 어육가공품","훗카이도","2018-09-17","75","불검출","불검출","적합"
"37","조미건어포","오사카부","2018-10-17","1,584","불검출","불검출","적합"
"38","조미건어포","오사카부","2018-10-13","828","불검출","불검출","적합"
"39","자당지방산에스테
르","시가현","2018-10-03","4,000","불검출","불검출","적합"
"40","자당지방산에스테
르","시가현","2018-09-14","300","불검출","불검출","적합"
"41","자당지방산에스테
르","시가현","2018-09-24","5,000","불검출","불검출","적합"
"42","건어포","시즈오카현","2018-10-04","1,100","불검출","불검출","적합"
"43","혼합식용유","오사카부","2018-09-25","90","불검출","불검출","적합"
