"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","96","","341,304","","",""
"1","서류가공품","훗카이도","2016-02-01","16,800","불검출","불검출","적합"
"2","볶은커피","효고현","2016-01-22","13.62","불검출","불검출","적합"
"3","청주","이와테현","2016-02-15","94.6","불검출","불검출","적합"
"4","혼합제제","사이타마현","2016-03-14","306","불검출","불검출","적합"
"5","과자(스낵과자)","니가타현","2016-02-25","648","불검출","불검출","적합"
"6","음료베이스","오키나와현","2016-03-17","1,000","불검출","불검출","적합"
"7","초콜릿가공품","이바라키현","2016-02-01","1,944","불검출","불검출","적합"
"8","캔디류(젤리)","아이치현","2016-01-29","172.9","불검출","불검출","적합"
"9","과자(크래커)","이와테현","2016-02-11","70.7","불검출","불검출","적합"
"10","캔디류(젤리)","가나가와현","2016-02-01","201.6","불검출","불검출","적합"
"11","복합조미식품","효고현","2016-03-02","57.6","불검출","불검출","적합"
"12","액상차","시가현","2016-02-25","600","불검출","불검출","적합"
"13","과자(비스킷)","니가타현","2016-03-08","120","불검출","불검출","적합"
