"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","227,530","-","-","-"
"1","활가리비","홋카이도","2016-03-30","6,800","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-03-30","7,000","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-03-30","6,046","불검출","불검출","적합"
"4","냉동멸치","가고시마현","2016-03-30","72,000","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-03-30","1,560","불검출","불검출","적합"
"6","냉장돔 황돔(
)","야마구치현","2016-03-30","155","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-03-30","640","불검출","불검출","적합"
"8","냉장가오리","야마구치현","2016-03-30","100","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2016-03-30","310","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-03-30","2,903","불검출","불검출","적합"
"11","냉장갈치","히로시마현","2016-03-30","50","불검출","불검출","적합"
"12","활꼬막 새꼬막
(
)","사가현","2016-03-30","1,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-03-30","2,400","불검출","불검출","적합"
"14","활해삼","나가사키현","2016-03-30","200","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-03-30","3,000","불검출","불검출","적합"
"16","활가리비","홋카이도","2016-03-30","6,915","불검출","불검출","적합"
