"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","44건","","144,549","","",""
"1","과자(쿠키)","아이치현","2014-07-22","21.6","불검출","불검출","적합"
"2","과자(쿠키)","아이치현","2014-07-17","48","불검출","불검출","적합"
"3","캔디류(사탕)","훗카이도","2014-07-01","19","불검출","불검출","적합"
"4","복합조미식품","미에현","2014-07-08","200","불검출","불검출","적합"
"5","향신료조제품
(고추냉이가공품)","사이타마현","2014-07-01","1,674","불검출","불검출","적합"
"6","액상차","후쿠이현","2014-07-01","672","불검출","불검출","적합"
"7","소스류","효고현","2014-05-14","33","불검출","불검출","적합"
"8","청주","아오모리현","2014-07-01","36","불검출","불검출","적합"
"9","셀룰라아제","아이치현","2014-07-11","200","불검출","불검출","적합"
"10","캔디류(캐러멜)","나라현","2014-07-29","1,218","불검출","불검출","적합"
"11","캔디류(캐러멜)","나라현","2014-08-04","624","불검출","불검출","적합"
"12","캔디류(캐러멜)","나라현","2014-07-28","522","불검출","불검출","적합"
"13","활성탄","기후현","2014-07-23","3,000","불검출","불검출","적합"
"14","캔디류(캐러멜)","나라현","2014-08-05","1,434","불검출","불검출","적합"
"15","과자(스낵과자)","나라현","2014-07-30","680","불검출","불검출","적합"
