"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","116건","","279,261","","",""
"1","복합조미식품","히로시마현","2014-06-02","352","불검출","불검출","적합"
"2","혼합음료","오키나와현","2014-06-05","1,460","불검출","불검출","적합"
"3","과자(스낵과자)","아이치현","2014-07-04","15","불검출","불검출","적합"
"4","과.채음료","후쿠오카현","2014-07-04","146.3","불검출","불검출","적합"
"5","조미건어포류","아오모리현","2014-07-10","4.2","불검출","불검출","적합"
"6","조미건어포류","훗카이도","2014-07-01","5.2","불검출","불검출","적합"
"7","조미건어포류","후쿠오카현","2014-07-02","4.8","불검출","불검출","적합"
"8","과자(스낵과자)","고치현","2014-07-22","60","불검출","불검출","적합"
"9","조미건어포류","훗카이도","2014-07-08","4.7","불검출","불검출","적합"
"10","과자(크래커)","아이치현","2014-07-19","7.9","불검출","불검출","적합"
"11","혼합제제","사이타마현","2014-07-25","90","불검출","불검출","적합"
"12","복합조미식품","가나가와현","2014-04-18","72,148","불검출","불검출","적합"
"13","소스류","교토부","2014-07-29","1,020","불검출","불검출","적합"
"14","소스류","교토부","2014-07-26","2,560","불검출","불검출","적합"
"15","소스류","교토부","2014-07-19","2,358","불검출","불검출","적합"
