"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 80건","","","","216,995","","",""
"1","혼합제제","시가현","2019-02-19","25","불검출","불검출","적합"
"2","혼합제제","지바현","2019-01-09","60","불검출","불검출","적합"
"3","생면","훗카이도","2019-01-07","420","불검출","불검출","적합"
"4","합성향료","오사카부","2019-02-22","250","불검출","불검출","적합"
"5","혼합제제","오사카부","2019-02-20","150","불검출","불검출","적합"
"6","건면","효고현","2018-08-21","480","불검출","불검출","적합"
"7","소스","지바현","2019-01-24","2,160","불검출","불검출","적합"
"8","복합조미식품","효고현","2019-02-13","960","불검출","불검출","적합"
"9","소스","지바현","2019-02-04","3,240","불검출","불검출","적합"
"10","소스","에히메현","2019-02-22","4,446","불검출","불검출","적합"
"11","소스","에히메현","2019-02-23","3,420","불검출","불검출","적합"
"12","혼합제제","효고현","2019-02-20","12,300","불검출","불검출","적합"
"13","전분","효고현","2019-02-04","500","불검출","불검출","적합"
"14","혼합제제","사이타마현","2019-02-18","30","불검출","불검출","적합"
