"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 212건","","","","578,940","","",""
"1","캔디류","효고현","2019-02-07","180","불검출","불검출","적합"
"2","혼합장","나가노현","2019-01-29","8,000","불검출","불검출","적합"
"3","혼합제제","도치기현","2019-02-05","1,500","불검출","불검출","적합"
"4","혼합제제","도치기현","2019-02-01","30","불검출","불검출","적합"
"5","혼합제제","도치기현","2019-02-01","180","불검출","불검출","적합"
"6","소스","가나가와현","2019-01-16","288","불검출","불검출","적합"
"7","소스","가나가와현","2019-01-16","144","불검출","불검출","적합"
"8","소스","사가현","2019-01-14","432","불검출","불검출","적합"
"9","건어포","에히메현","2019-02-21","684","불검출","불검출","적합"
"10","혼합제제","오사카부","2019-02-01","2,100","불검출","불검출","적합"
"11","혼합제제","가나가와현","2019-02-05","600","불검출","불검출","적합"
"12","혼합제제","히로시마현","2019-02-11","250","불검출","불검출","적합"
"13","혼합제제","히로시마현","2019-01-31","30","불검출","불검출","적합"
"14","혼합제제","히로시마현","2019-01-11","75","불검출","불검출","적합"
