"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 123건","","","","181,122","","",""
"1","소스","후쿠오카현","2018-02-13","140","불검출","불검출","적합"
"2","청주","효고현","2018-01-23","7,200","불검출","불검출","적합"
"3","캔디류","아이치현","2018-03-02","97","불검출","불검출","적합"
"4","설탕","오사카부","2018-01-24","600","불검출","불검출","적합"
"5","혼합제제","히로시마현","2018-03-12","585","불검출","불검출","적합"
"6","혼합제제","히로시마현","2018-02-19","680","불검출","불검출","적합"
"7","소스","에히메현","2018-03-22","1,940","불검출","불검출","적합"
"8","건어포","에히메현","2018-03-12","684","불검출","불검출","적합"
"9","합성향료","오사카부","2018-03-09","100","불검출","불검출","적합"
"10","기타천연착향료","시가현","2018-03-16","150","불검출","불검출","적합"
"11","기타천연착향료","시가현","2018-03-16","50","불검출","불검출","적합"
"12","혼합제제","효고현","2018-03-19","17","불검출","불검출","적합"
"13","혼합제제","효고현","2018-03-19","102","불검출","불검출","적합"
