"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 85건","","","","703,137","","",""
"1","캔디류","아이치현","2018-03-07","36","불검출","불검출","적합"
"2","탄산음료","오사카부","2018-02-23","1,200","불검출","불검출","적합"
"3","과자","니가타현","2018-03-12","108","불검출","불검출","적합"
"4","과자","니가타현","2018-03-03","204","불검출","불검출","적합"
"5","캔디류","아이치현","2018-03-06","360","불검출","불검출","적합"
"6","캔디류","아이치현","2018-03-09","320","불검출","불검출","적합"
"7","캔디류","아이치현","2018-03-14","192","불검출","불검출","적합"
"8","캔디류","아이치현","2018-03-13","240","불검출","불검출","적합"
"9","캔디류","아이치현","2018-03-12","317","불검출","불검출","적합"
"10","캔디류","아이치현","2018-03-14","317","불검출","불검출","적합"
"11","캔디류","아이치현","2018-03-12","1,152","불검출","불검출","적합"
"12","캔디류","아이치현","2018-03-13","360","불검출","불검출","적합"
"13","캔디류","아이치현","2018-03-13","576","불검출","불검출","적합"
