"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","112","","296,855","","",""
"1","청주","교토부","2016-03-04","130","불검출","불검출","적합"
"2","청주","후쿠이현","2016-05-11","108","불검출","불검출","적합"
"3","당류가공품","히로시마현","2016-04-18","357","불검출","불검출","적합"
"4","청주","미야기현","2016-05-25","86","불검출","불검출","적합"
"5","청주","교토부","2016-04-20","216","불검출","불검출","적합"
"6","청주","교토부","2016-04-20","302","불검출","불검출","적합"
"7","초콜릿가공품","벨기에","2016-02-05","24","불검출","불검출","적합"
"8","혼합제제","효고현","2016-05-27","30","불검출","불검출","적합"
"9","혼합제제","효고현","2016-05-30","75","불검출","불검출","적합"
"10","기타주류","시즈오카현","2016-05-19","144","불검출","불검출","적합"
"11","기타주류","시즈오카현","2016-05-16","252","불검출","불검출","적합"
"12","맥주","오이타현","2016-04-26","66,240","불검출","불검출","적합"
"13","청주","교토부","2016-04-20","432","불검출","불검출","적합"
"14","당류가공품","교토부","2016-03-01","18","불검출","불검출","적합"
"15","초콜릿가공품","벨기에","2016-05-18","38","불검출","불검출","적합"
"16","청주","교토부","2016-05-11","259","불검출","불검출","적합"
