"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장명태","홋카이도","2016-06-22","1,776","불검출","불검출","적합"
"16","마른눈퉁멸","사가현","2016-06-22","1,200","불검출","불검출","적합"
"17","냉장갈치","오이타현","2016-06-22","220","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-06-22","1,008","불검출","불검출","적합"
"19","냉장갈치","에히메현","2016-06-22","500","불검출","불검출","적합"
"20","활가리비","홋카이도","2016-06-22","6,931","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-06-22","6,980","불검출","불검출","적합"
"22","활게(참게)","야마구치현","2016-06-22","140","불검출","불검출","적합"
"23","냉동돔(참돔)","나가사키현","2016-06-22","17,132","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-06-22","7,026","불검출","불검출","적합"
"25","활가리비","홋카이도","2016-06-22","6,944","불검출","불검출","적합"
