"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","99","","306,221","","",""
"1","볶은커피","효고현","2016-05-23","77","불검출","불검출","적합"
"2","건어포류","교토부","2016-05-30","160","불검출","불검출","적합"
"3","건어포류","교토부","2016-05-30","900","불검출","불검출","적합"
"4","초콜릿가공품","미국","2016-05-17","27","불검출","불검출","적합"
"5","혼합제제","효고현","2016-05-30","90","불검출","불검출","적합"
"6","볶은커피","아이치현","2016-05-25","1,500","불검출","불검출","적합"
"7","초콜릿가공품","미국","2016-05-18","42","불검출","불검출","적합"
"8","기타가공품","오키나와현","2016-05-19","30","불검출","불검출","적합"
"9","액상커피","시가현","2016-05-09","10,800","불검출","불검출","적합"
"10","혼합제제","효고현","2016-05-26","120","불검출","불검출","적합"
"11","혼합제제","효고현","2016-05-31","30","불검출","불검출","적합"
"12","건어포류","교토부","2016-05-30","150","불검출","불검출","적합"
"13","탄산음료","사가현","2016-04-20","720","불검출","불검출","적합"
