"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","가공유지","미에현","2016-04-02","16","불검출","불검출","적합"
"15","초콜릿가공품","미국","2016-05-17","23","불검출","불검출","적합"
"16","즉석조리식품","나가노현","2016-04-27","1,452","불검출","불검출","적합"
"17","액상커피","시가현","2016-03-27","2,232","불검출","불검출","적합"
"18","양조간장","효고현","2016-05-19","13,799","불검출","불검출","적합"
"19","과자(웨이퍼)","오사카부","2016-04-30","1,469","불검출","불검출","적합"
"20","액상커피","시가현","2016-04-24","27,000","불검출","불검출","적합"
"21","혼합제제","효고현","2016-05-27","15","불검출","불검출","적합"
"22","볶은커피","시즈오카현","2016-05-26","1,080","불검출","불검출","적합"
"23","볶은커피","효고현","2016-05-16","4,080","불검출","불검출","적합"
"24","유탕면류","시가현","2016-04-11","48","불검출","불검출","적합"
"25","당류가공품","교토부","2016-02-01","18","불검출","불검출","적합"
"26","탄산음료","사가현","2016-04-21","720","불검출","불검출","적합"
"27","볶은커피","효고현","2016-04-29","77","불검출","불검출","적합"
"28","볶은커피","효고현","2016-05-17","19,776","불검출","불검출","적합"
"29","액상커피","시가현","2016-03-25","11,160","불검출","불검출","적합"
"30","액상커피","시가현","2016-05-22","18,000","불검출","불검출","적합"
"31","탄산음료","사가현","2016-04-20","1,440","불검출","불검출","적합"
"32","혼합제제","효고현","2016-05-31","30","불검출","불검출","적합"
"33","혼합제제","효고현","2016-05-31","15","불검출","불검출","적합"
"34","혼합제제","효고현","2016-06-01","60","불검출","불검출","적합"
"35","청주","아이치현","2016-04-25","864","불검출","불검출","적합"
"36","청주","도치기현","2016-05-19","2,333","불검출","불검출","적합"
"37","연하곤란환자용점
도증진식품","시즈오카현","2016-04-21","195","불검출","불검출","적합"
"38","볶은커피","사가현","2016-04-14","41","불검출","불검출","적합"
"39","DL-알라닌","이바라키현","2016-04-12","2,000","불검출","불검출","적합"
"40","카레","나가노현","2016-04-27","4,455","불검출","불검출","적합"
"41","기타가공품","나가노현","2016-05-20","1,242","불검출","불검출","적합"
"42","탄산음료","사가현","2016-05-22","2,880","불검출","불검출","적합"
"43","볶은커피","사가현","2016-04-28","41","불검출","불검출","적합"
"44","혼합제제","나가노현","2016-05-25","200","불검출","불검출","적합"
"45","과자(쿠키)","야마가타현","2016-05-16","255","불검출","불검출","적합"
"46","혼합제제","효고현","2016-06-06","17","불검출","불검출","적합"
"47","캔디류(양갱)","아이치현","2016-04-28","432","불검출","불검출","적합"
