"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","117","","204,430","","",""
"1","소스류","교토부","2016-12-01","1,100","불검출","불검출","적합"
"2","식용유지가공품","가나가와현","2016-10-19","25","불검출","불검출","적합"
"3","소스류","교토부","2016-12-09","438","불검출","불검출","적합"
"4","과자(쿠키)","도치기현","2016-11-14","96","불검출","불검출","적합"
"5","청주","나가노현","2016-11-01","259","불검출","불검출","적합"
"6","빵류(그외 빵류)","도치기현","2016-11-14","67","불검출","불검출","적합"
"7","청주","야마구치현","2016-12-01","86","불검출","불검출","적합"
"8","청주","니가타현","2016-11-25","22","불검출","불검출","적합"
"9","복합조미식품","니가타현","2016-09-08","20,000","불검출","불검출","적합"
"10","캔디류(사탕)","미에현","2016-12-12","78","불검출","불검출","적합"
"11","유탕면류","아이치현","2016-10-29","87","불검출","불검출","적합"
"12","탄산음료","오사카부","2016-11-14","360","불검출","불검출","적합"
