"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건11","-","-","22,756","-","-","-"
"1","활가리비","홋카이도","2016-02-19","8,219","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-02-19","7,055","불검출","불검출","적합"
"3","활해삼","와카야마현","2016-02-19","1,550","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-02-19","1,182","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-02-19","1,320","불검출","불검출","적합"
"6","활꼬막","사가현","2016-02-19","340","불검출","불검출","적합"
"7","활꼬막 새꼬막
(
)","사가현","2016-02-19","800","불검출","불검출","적합"
"8","활해삼","나가사키현","2016-02-19","190","불검출","불검출","적합"
"9","냉장갈치","오이타현","2016-02-19","310","불검출","불검출","적합"
"10","활게 참게(
)","야마구치현","2016-02-19","480","불검출","불검출","적합"
"11","활돔 벵에돔
(
)","오이타현","2016-02-19","1,310","불검출","불검출","적합"
