"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건11","-","-","92,682","-","-","-"
"1","냉동멸치","가고시마현","2016-02-22","72,000","불검출","불검출","적합"
"2","활꼬막 새꼬막
(
)","후쿠오카현","2016-02-22","2,500","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-02-22","2,978","불검출","불검출","적합"
"4","냉장병어","야마구치현","2016-02-22","110","불검출","불검출","적합"
"5","냉장갈치","후쿠오카현","2016-02-22","1,672","불검출","불검출","적합"
"6","냉장준치","야마구치현","2016-02-22","2,592","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-02-22","7,511","불검출","불검출","적합"
"8","냉장갈치","효고현","2016-02-22","25","불검출","불검출","적합"
"9","냉장준치","구마모토현","2016-02-22","390","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-02-22","856","불검출","불검출","적합"
"11","냉장갈치","오이타현","2016-02-22","2,048","불검출","불검출","적합"
