"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","청주","니가타현","2016-01-05","367.2","불검출","불검출","적합"
"49","청주","니가타현","2015-10-22","864","불검출","불검출","적합"
"50","청주","시즈오카현","2016-01-08","432","불검출","불검출","적합"
"51","캔디류(사탕)","아이치현","2016-02-03","402.48","불검출","불검출","적합"
"52","캔디류(사탕)","아이치현","2016-02-04","450","불검출","불검출","적합"
"53","양조간장","아이치현","2016-01-15","1,080","불검출","불검출","적합"
"54","양조간장","효고현","2015-12-15","540","불검출","불검출","적합"
"55","탄산음료","오사카부","2016-02-05","600","불검출","불검출","적합"
"56","탄산음료","오사카부","2016-02-05","600","불검출","불검출","적합"
"57","액상차","시가현","2016-01-11","1,200","불검출","불검출","적합"
"58","수산물가공품","야마구치현","2016-01-22","30","불검출","불검출","적합"
"59","기타어육가공품","훗카이도","2016-01-11","75","불검출","불검출","적합"
"60","수산물가공품","훗카이도","2015-10-31","80","불검출","불검출","적합"
"61","향신료조제품(고추
냉이가공품)","훗카이도","2015-12-24","12","불검출","불검출","적합"
"62","양조간장","지바현","2016-01-13","5,220","불검출","불검출","적합"
"63","기타가공품","가나가와현","2016-01-13","216","불검출","불검출","적합"
"64","향신료조제품(고추
냉이가공품)","아이치현","2016-01-07","50","불검출","불검출","적합"
"65","밀크초콜릿","가나가와현","2016-01-11","2,016","불검출","불검출","적합"
"66","청주","교토부","2015-10-21","864","불검출","불검출","적합"
"67","준초콜릿","가나가와현","2016-01-07","537.6","불검출","불검출","적합"
"68","화이트초콜릿","가나가와현","2016-01-19","1,008","불검출","불검출","적합"
"69","캔디류(캐러멜)","군마현","2015-12-14","451.2","불검출","불검출","적합"
"70","캔디류(캐러멜)","도치기현","2015-12-01","688.25","불검출","불검출","적합"
"71","과자(쿠키)","군마현","2015-12-08","271.2","불검출","불검출","적합"
"72","과자(쿠키)","군마현","2015-12-21","244.2","불검출","불검출","적합"
"73","캔디류(사탕)","도야마현","2015-12-18","348","불검출","불검출","적합"
"74","과자(비스킷)","아이치현","2016-01-26","136.8","불검출","불검출","적합"
"75","헤미셀룰라아제","효고현","2016-01-06","60","불검출","불검출","적합"
"76","아스파탐","프랑스","2014-11-09","8,450","불검출","불검출","적합"
"77","트랜스글루타미나아제","가나가와현","2015-09-28","20","불검출","불검출","적합"
"78","혼합제제","가나가와현","2015-11-08","20","불검출","불검출","적합"
"79","소스류","가나가와현","2015-12-16","140","불검출","불검출","적합"
"80","복합조미식품","가나가와현","2015-12-08","1,000","불검출","불검출","적합"
