"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","캔디류(사탕)","효고현","2016-09-13","444","불검출","불검출","적합"
"14","초콜릿가공품","터키","2016-08-24","6","불검출","불검출","적합"
"15","카레","니가타현","2016-07-21","4,320","불검출","불검출","적합"
"16","소스류","오사카부","2016-09-23","4,000","불검출","불검출","적합"
"17","혼합제제","사이타마현","2016-09-07","600","불검출","불검출","적합"
"18","혼합제제","와카야마현","2016-09-07","105","불검출","불검출","적합"
"19","밀크초콜릿","훗카이도","2016-09-28","150","불검출","불검출","적합"
"20","혼합제제","오사카부","2016-09-14","15","불검출","불검출","적합"
"21","유탕면류","가고시마현","2016-09-12","2,747","불검출","불검출","적합"
"22","혼합제제","와카야마현","2016-09-08","45","불검출","불검출","적합"
"23","식염절임","도쿄도","2016-09-21","68","불검출","불검출","적합"
"24","청주","니가타현","2016-08-26","130","불검출","불검출","적합"
"25","청주","시즈오카현","2016-08-23","1,296","불검출","불검출","적합"
"26","과자(스낵과자)","니가타현","2016-07-25","175","불검출","불검출","적합"
"27","청주","니가타현","2016-08-29","259","불검출","불검출","적합"
"28","청주","훗카이도","2016-08-03","216","불검출","불검출","적합"
"29","고형차","아이치현","2016-09-09","759","불검출","불검출","적합"
"30","소스류","지바현","2016-09-02","1,073","불검출","불검출","적합"
"31","화이트초콜릿","훗카이도","2016-09-28","338","불검출","불검출","적합"
"32","초콜릿","훗카이도","2016-09-28","60","불검출","불검출","적합"
"33","카레","니가타현","2016-08-08","720","불검출","불검출","적합"
"34","소스류","지바현","2016-08-08","36","불검출","불검출","적합"
"35","식용색소황색제5호","오사카부","2015-10-20","8","불검출","불검출","적합"
"36","초콜릿","훗카이도","2016-09-28","60","불검출","불검출","적합"
"37","탄산음료","사가현","2016-08-20","5,047","불검출","불검출","적합"
"38","카레","니가타현","2016-07-11","2,400","불검출","불검출","적합"
"39","식초절임(생강절임)","도치기현","2016-09-21","28","불검출","불검출","적합"
"40","액상차","시가현","2016-09-01","960","불검출","불검출","적합"
"41","카레","니가타현","2016-08-16","2,592","불검출","불검출","적합"
"42","소스류","에히메현","2016-09-15","2,257","불검출","불검출","적합"
"43","카레","니가타현","2016-08-16","5,904","불검출","불검출","적합"
"44","카레","니가타현","2016-07-11","1,800","불검출","불검출","적합"
"45","과자(스낵과자)","니가타현","2016-09-23","1,224","불검출","불검출","적합"
"46","초콜릿가공품","훗카이도","2016-09-28","104","불검출","불검출","적합"
"47","기타코코아가공품","시즈오카현","2016-07-27","120","불검출","불검출","적합"
