"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","냉장갈치","야마구치현","2016-01-14","395","불검출","불검출","적합"
"35","냉장명태","홋카이도","2016-01-14","3,000","불검출","불검출","적합"
"36","냉장돔 참돔(
)","나가사키현","2016-01-14","384","불검출","불검출","적합"
"37","냉장돔 참돔(
)","야마구치현","2016-01-14","990","불검출","불검출","적합"
"38","활해삼","나가사키현","2016-01-14","400","불검출","불검출","적합"
"39","냉장돔 황돔(
)","나가사키현","2016-01-14","280","불검출","불검출","적합"
"40","냉장돔 황돔(
)","야마구치현","2016-01-14","475","불검출","불검출","적합"
"41","냉장병어","야마구치현","2016-01-14","110","불검출","불검출","적합"
"42","냉장명태","홋카이도","2016-01-14","7,500","불검출","불검출","적합"
"43","냉장명태","홋카이도","2016-01-14","2,004","불검출","불검출","적합"
"44","냉장명태","홋카이도","2016-01-14","3,000","불검출","불검출","적합"
"45","활꼬막","사가현","2016-01-14","800","불검출","불검출","적합"
"46","활꼬막 새꼬막
(
)","사가현","2016-01-14","4,500","불검출","불검출","적합"
"47","활게 참게(
)","야마구치현","2016-01-14","587","불검출","불검출","적합"
