"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","100","","135,129","","",""
"1","혼합제제","오사카부","2016-09-01","34","불검출","불검출","적합"
"2","혼합제제","ETC","2016-08-23","241","불검출","불검출","적합"
"3","치자황색소","ETC","2016-08-09","30","불검출","불검출","적합"
"4","빵류(케이크)","야마나시현","2016-08-24","47","불검출","불검출","적합"
"5","덱스트린","효고현","2016-08-01","1,005","불검출","불검출","적합"
"6","빵류(케이크)","야마나시현","2016-08-19","217","불검출","불검출","적합"
"7","글리세린지방산에
스테르","효고현","2016-08-03","165","불검출","불검출","적합"
"8","소스류","히로시마현","2016-08-02","2,016","불검출","불검출","적합"
"9","볶은커피","시즈오카현","2016-07-25","48","불검출","불검출","적합"
"10","브랜디","가고시마현","","72","불검출","불검출","적합"
"11","청주","미에현","2016-09-01","346","불검출","불검출","적합"
"12","혼합제제","오사카부","2016-08-30","51","불검출","불검출","적합"
