"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","70,229","-","-","-"
"1","냉동준치","구마모토현","2016-03-18","24,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-03-18","6,993","불검출","불검출","적합"
"3","활게 털게(
)","홋카이도","2016-03-18","108","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-03-18","6,974","불검출","불검출","적합"
"5","냉동멸치","나가사키현","2016-03-18","24,000","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-03-18","3,016","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-03-18","470","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-03-18","560","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-03-18","3,068","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-03-18","470","불검출","불검출","적합"
"11","냉장대구","홋카이도","2016-03-18","570","불검출","불검출","적합"
