"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 89건","","","","114,784","","",""
"1","조림류","효고현","2019-04-23","27","불검출","불검출","적합"
"2","글리세린호박산
지방산에스테르","와카야마현","2018-12-19","10","불검출","불검출","적합"
"3","양조간장","지바현","2019-03-06","11,583","불검출","불검출","적합"
"4","캔디류","나라현","2019-04-23","191","불검출","불검출","적합"
"5","캔디류","나라현","2019-04-24","1,836","불검출","불검출","적합"
"6","소스","지바현","2019-04-16","2,462","불검출","불검출","적합"
"7","캔디류","나라현","2019-04-23","900","불검출","불검출","적합"
"8","캔디류","오카야마현","2019-04-17","302","불검출","불검출","적합"
"9","소스","히로시마현","2019-04-16","1,237","불검출","불검출","적합"
"10","청주","니가타현","2019-04-10","216","불검출","불검출","적합"
"11","청주","니가타현","2019-04-08","2,568","불검출","불검출","적합"
"12","청주","니가타현","2019-04-09","540","불검출","불검출","적합"
"13","청주","니가타현","2019-04-11","173","불검출","불검출","적합"
"14","음료베이스","오키나와현","2019-03-27","240","불검출","불검출","적합"
