"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 127건","","","","597,910","","",""
"1","홍국색소","효고현","2019-04-23","3,006","불검출","불검출","적합"
"2","청국장","가고시마현","2019-05-11","7,260","불검출","불검출","적합"
"3","혼합제제","와카야마현","2018-11-29","500","불검출","불검출","적합"
"4","기타천연착향료","효고현","2019-05-13","15","불검출","불검출","적합"
"5","합성향료","효고현","2019-05-10","17","불검출","불검출","적합"
"6","합성향료","효고현","2019-05-14","17","불검출","불검출","적합"
"7","가공두부","후쿠오카현","2019-04-22","1,128","불검출","불검출","적합"
"8","건면","나라현","2019-04-01","129","불검출","불검출","적합"
"9","건면","나라현","2019-04-01","43","불검출","불검출","적합"
"10","절임식품","와카야마현","2019-04-26","120","불검출","불검출","적합"
"11","곡류가공품","아이치현","2019-05-10","38","불검출","불검출","적합"
"12","비타민E","시즈오카현","2019-05-09","49","불검출","불검출","적합"
"13","곡류가공품","아이치현","2019-05-10","63","불검출","불검출","적합"
"14","양념젓갈","가나가와현","2019-03-21","54","불검출","불검출","적합"
"15","소스","후쿠오카현","2019-05-13","18,564","불검출","불검출","적합"
