"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"90","탄산수소암모늄","도야마현","2014-12-03","18,000","불검출","불검출","적합"
"91","청주","효고현","2014-12-10","86.4","불검출","불검출","적합"
"92","혼합제제","효고현","2014-12-09","4,000","불검출","불검출","적합"
"93","자당지방산에스테
르","시가현","2014-10-07","8,000","불검출","불검출","적합"
"94","자당지방산에스테
르","시가현","2014-10-20","5,600","불검출","불검출","적합"
"95","자당지방산에스테
르","시가현","2014-10-21","1,600","불검출","불검출","적합"
"96","혼합제제","효고현","2014-11-17","2,000","불검출","불검출","적합"
"97","알긴산프로필렌글
리콜","지바현","2014-10-29","1,000","불검출","불검출","적합"
"98","전분가공품","효고현","2014-11-19","2,000","불검출","불검출","적합"
"99","혼합제제","이바라키현","2014-11-19","3,168","불검출","불검출","적합"
"100","복합조미식품","효고현","2014-09-18","1,680","불검출","불검출","적합"
"101","젖산","이바라키현","2014-11-11","9,360","불검출","불검출","적합"
"102","조미된장","나가노현","2014-11-25","9,200","불검출","불검출","적합"
"103","혼합장","나가노현","2014-11-27","576","불검출","불검출","적합"
"104","즉석조리식품","나가노현","2014-11-21","816.48","불검출","불검출","적합"
"105","된장","나가노현","2014-11-25","3,000","불검출","불검출","적합"
"106","조미된장","나가노현","2014-11-27","1,440","불검출","불검출","적합"
"107","혼합장","나가노현","2014-11-28","1,152","불검출","불검출","적합"
"108","혼합제제","가나가와현","2014-12-03","3,000","불검출","불검출","적합"
"109","식물성크림","오사카부","2014-11-26","2,300","불검출","불검출","적합"
"110","기타가공품","나가노현","2014-11-27","307.2","불검출","불검출","적합"
"111","과.채가공품","시가현","2014-10-15","200","불검출","불검출","적합"
"112","된장","나가노현","2014-11-27","1,152","불검출","불검출","적합"
"113","인산이전분","효고현","2014-12-04","4,000","불검출","불검출","적합"
"114","혼합제제","지바현","2014-11-28","156","불검출","불검출","적합"
"115","혼합제제","지바현","2014-12-03","360","불검출","불검출","적합"
"116","복합조미식품","오사카부","2014-12-10","8,000","불검출","불검출","적합"
"117","복합조미식품","오사카부","2014-12-10","2,000","불검출","불검출","적합"
