"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"118","혼합제제","사이타마현","2014-10-16","140","불검출","불검출","적합"
"119","밀크초콜릿","사이타마현","2014-11-24","300","불검출","불검출","적합"
"120","준초콜릿","사이타마현","2014-11-04","300","불검출","불검출","적합"
"121","기타가공품","이바라키현","2014-11-25","18,000","불검출","불검출","적합"
"122","초콜릿가공품","사이타마현","2014-11-17","270","불검출","불검출","적합"
"123","초콜릿가공품","사이타마현","2014-11-24","219","불검출","불검출","적합"
"124","초콜릿가공품","이바라키현","2014-11-12","490.2","불검출","불검출","적합"
"125","밀크초콜릿","사이타마현","2014-11-14","385.92","불검출","불검출","적합"
"126","초콜릿가공품","사이타마현","2014-11-05","306.42","불검출","불검출","적합"
"127","초콜릿가공품","사이타마현","2014-11-05","172","불검출","불검출","적합"
"128","초콜릿가공품","사이타마현","2014-11-06","249.2","불검출","불검출","적합"
"129","초콜릿가공품","사이타마현","2014-11-24","26.8","불검출","불검출","적합"
"130","당류가공품","오사카부","2014-10-15","84.6","불검출","불검출","적합"
"131","복합조미식품","야마구치현","2014-12-04","3,000","불검출","불검출","적합"
"132","소스류","야마구치현","2014-12-03","666","불검출","불검출","적합"
"133","장류절임","나가노현","2014-11-26","406.4","불검출","불검출","적합"
"134","장류절임","나가노현","2014-11-26","687.6","불검출","불검출","적합"
"135","국수","가가와현","2014-12-05","1,800","불검출","불검출","적합"
"136","소스류","아이치현","2014-11-28","700","불검출","불검출","적합"
"137","양조간장","오사카부","2014-11-17","630","불검출","불검출","적합"
"138","양조간장","오사카부","2014-12-02","1,100","불검출","불검출","적합"
"139","당류가공품","교토부","2014-11-11","24.3","불검출","불검출","적합"
"140","혼합제제","오사카부","2014-12-11","500","불검출","불검출","적합"
"141","당류가공품","교토부","2014-11-11","23.76","불검출","불검출","적합"
"142","당류가공품","교토부","2014-11-11","36","불검출","불검출","적합"
