"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 169건","","","","220,678","","",""
"1","소주","가고시마현","2018-04-05","54","불검출","불검출","적합"
"2","볶은커피","아이치현","2018-03-22","168","불검출","불검출","적합"
"3","볶은커피","아이치현","2018-02-26","120","불검출","불검출","적합"
"4","볶은커피","아이치현","2018-02-20","230","불검출","불검출","적합"
"5","혼합제제","효고현","2018-04-19","34","불검출","불검출","적합"
"6","혼합제제","효고현","2018-04-20","17","불검출","불검출","적합"
"7","혼합제제","효고현","2018-04-20","68","불검출","불검출","적합"
"8","혼합제제","효고현","2018-04-19","34","불검출","불검출","적합"
"9","기타천연착향료","효고현","2018-04-23","68","불검출","불검출","적합"
"10","혼합제제","효고현","2018-04-20","51","불검출","불검출","적합"
"11","빵류","야마나시현","2018-04-03","233","불검출","불검출","적합"
"12","빵류","야마나시현","2018-03-14","158","불검출","불검출","적합"
"13","빵류","야마나시현","2018-04-10","308","불검출","불검출","적합"
