"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 80건","","","","211,481","","",""
"1","기타천연착향료","효고현","2018-04-19","30","불검출","불검출","적합"
"2","혼합제제","효고현","2018-04-19","85","불검출","불검출","적합"
"3","기타식용유지","훗카이도","2018-04-12","112","불검출","불검출","적합"
"4","혼합제제","효고현","2018-04-19","34","불검출","불검출","적합"
"5","혼합제제","효고현","2018-04-19","15","불검출","불검출","적합"
"6","캔디류","시즈오카현","2018-03-14","1,958","불검출","불검출","적합"
"7","준초콜릿","사이타마현","2018-03-05","276","불검출","불검출","적합"
"8","캔디류","시즈오카현","2018-03-23","1,958","불검출","불검출","적합"
"9","맥주","오이타현","2018-03-21","44,280","불검출","불검출","적합"
"10","맥주","오이타현","2018-03-21","14,760","불검출","불검출","적합"
"11","캔디류","아이치현","2018-04-16","196","불검출","불검출","적합"
"12","캔디류","아이치현","2018-04-16","147","불검출","불검출","적합"
"13","캔디류","아이치현","2018-04-14","348","불검출","불검출","적합"
