"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 158건","","","","531,044","","",""
"1","혼합제제","도치기현","2018-04-10","105","불검출","불검출","적합"
"2","액상커피","시가현","2018-02-03","432","불검출","불검출","적합"
"3","캔디류","미에현","2018-04-09","1,690","불검출","불검출","적합"
"4","빵류","아이치현","2018-04-02","31","불검출","불검출","적합"
"5","과자","아이치현","2018-04-02","24","불검출","불검출","적합"
"6","빵류","아이치현","2018-04-02","26","불검출","불검출","적합"
"7","빵류","아이치현","2018-04-02","39","불검출","불검출","적합"
"8","과자","아이치현","2018-04-02","77","불검출","불검출","적합"
"9","유탕면","도치기현","2018-03-23","1,440","불검출","불검출","적합"
"10","유탕면","도치기현","2018-03-26","962","불검출","불검출","적합"
"11","과·채가공품","훗카이도","2018-03-11","10","불검출","불검출","적합"
"12","과·채가공품","훗카이도","2018-03-18","34","불검출","불검출","적합"
"13","과자","아이치현","2018-04-02","82","불검출","불검출","적합"
