"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 111건","","","","445,955","","",""
"1","캔디류","나가노현","2018-03-20","403","불검출","불검출","적합"
"2","캔디류","나가노현","2018-03-24","484","불검출","불검출","적합"
"3","캔디류","나가노현","2018-03-19","806","불검출","불검출","적합"
"4","캔디류","야마구치현","2018-03-28","192","불검출","불검출","적합"
"5","캔디류","야마구치현","2018-03-24","168","불검출","불검출","적합"
"6","유탕면","후쿠오카현","2018-03-26","92","불검출","불검출","적합"
"7","캔디류","미에현","2018-04-10","52","불검출","불검출","적합"
"8","액상차","미에현","2018-04-10","960","불검출","불검출","적합"
"9","소스","후쿠오카현","2018-04-06","1,010","불검출","불검출","적합"
"10","캔디류","미에현","2018-04-10","320","불검출","불검출","적합"
"11","유탕면","아이치현","2018-03-29","106","불검출","불검출","적합"
"12","유탕면","아이치현","2018-03-27","105","불검출","불검출","적합"
"13","유탕면","아이치현","2018-03-27","80","불검출","불검출","적합"
