"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 170건","","","","345,515","","",""
"1","소스류","교토부","2017-11-22","35","불검출","불검출","적합"
"2","소스","교토부","2017-11-22","1,100","불검출","불검출","적합"
"3","소스류","교토부","2017-10-26","100","불검출","불검출","적합"
"4","소스","교토부","2017-11-15","127","불검출","불검출","적합"
"5","소스","교토부","2017-11-25","500","불검출","불검출","적합"
"6","소스류","히로시마현","2017-12-09","1,080","불검출","불검출","적합"
"7","소스","교토부","2017-11-10","200","불검출","불검출","적합"
"8","소스","교토부","2017-11-09","390","불검출","불검출","적합"
"9","소스","교토부","2017-11-29","5,109","불검출","불검출","적합"
"10","소스","교토부","2017-11-25","1,700","불검출","불검출","적합"
"11","소스","교토부","2017-11-29","2,460","불검출","불검출","적합"
"12","소스류","도치기현","2017-11-18","54","불검출","불검출","적합"
"13","과자(비스킷)","오사카부","2017-11-04","112","불검출","불검출","적합"
