"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 187건","","","","360,065","","",""
"1","과자(스낵과자)","니가타현","2017-11-13","94","불검출","불검출","적합"
"2","소스","지바현","2017-10-24","22","불검출","불검출","적합"
"3","소스류","지바현","2017-07-28","193","불검출","불검출","적합"
"4","소스류","지바현","2017-11-17","2,310","불검출","불검출","적합"
"5","소스류","지바현","2017-11-22","545","불검출","불검출","적합"
"6","과자(스낵과자)","도치기현","2017-11-27","1,210","불검출","불검출","적합"
"7","가공유지","오사카부","2017-12-08","480","불검출","불검출","적합"
"8","과자(스낵과자)","도치기현","2017-11-27","1,216","불검출","불검출","적합"
"9","양조간장","지바현","2017-09-30","951","불검출","불검출","적합"
"10","양조간장","지바현","2017-11-01","3,159","불검출","불검출","적합"
"11","양조간장","지바현","2017-10-18","790","불검출","불검출","적합"
"12","소스류","지바현","2017-11-24","7,250","불검출","불검출","적합"
"13","캔디류(젤리)","나가노현","2017-12-01","515","불검출","불검출","적합"
