"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 127건","","","","397,546","","",""
"1","당류가공품","오사카부","2018-08-30","2,244","불검출","불검출","적합"
"2","소스","효고현","2018-08-01","139","불검출","불검출","적합"
"3","과자","히로시마현","2018-08-27","125","불검출","불검출","적합"
"4","카레(커리)","니가타현","2018-05-23","2,112","불검출","불검출","적합"
"5","과자","히로시마현","2018-08-27","118","불검출","불검출","적합"
"6","카레(커리)","니가타현","2018-06-05","3,696","불검출","불검출","적합"
"7","카레(커리)","니가타현","2018-06-05","4,620","불검출","불검출","적합"
"8","시클로덱스트린시럽","시즈오카현","2018-05-23","12,000","불검출","불검출","적합"
"9","건어포","에히메현","2018-08-21","160","불검출","불검출","적합"
"10","소스","에히메현","2018-08-31","2,940","불검출","불검출","적합"
"11","소스","에히메현","2018-09-01","2,180","불검출","불검출","적합"
"12","캔디류","효고현","2018-08-28","133","불검출","불검출","적합"
"13","볶은커피","아이치현","2018-07-17","120","불검출","불검출","적합"
"14","캔디류","효고현","2018-08-09","281","불검출","불검출","적합"
