"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 134건","","","","781,545","","",""
"1","양조간장","미에현","2018-07-24","259","불검출","불검출","적합"
"2","소스","히로시마현","2018-08-07","7,661","불검출","불검출","적합"
"3","캔디류","아이치현","2018-07-20","62","불검출","불검출","적합"
"4","위스키","오사카부","2018-07-25","336","불검출","불검출","적합"
"5","위스키","오사카부","2018-06-25","67","불검출","불검출","적합"
"6","위스키","오사카부","2018-06-21","105","불검출","불검출","적합"
"7","청주","니가타현","2018-07-27","25,920","불검출","불검출","적합"
"8","액상차","미에현","2018-05-01","1,800","불검출","불검출","적합"
"9","액상차","미에현","2018-05-06","600","불검출","불검출","적합"
"10","청주","나가사키현","2018-08-23","43","불검출","불검출","적합"
"11","소스","아이치현","2018-07-02","91","불검출","불검출","적합"
"12","즉석조리식품","오카야마현","2018-06-14","20","불검출","불검출","적합"
"13","떡류","니가타현","2018-07-05","37","불검출","불검출","적합"
"14","떡류","니가타현","2018-07-20","37","불검출","불검출","적합"
