"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 134건","","","","781,545","","",""
"1","혼합제제","사이타마현","2018-09-03","72","불검출","불검출","적합"
"2","혼합제제","사이타마현","2018-08-06","54","불검출","불검출","적합"
"3","혼합제제","사이타마현","2018-08-28","306","불검출","불검출","적합"
"4","프로바이오틱스
(원료성)","후쿠이현","2018-05-16","1","불검출","불검출","적합"
"5","캔디류","아이치현","2018-08-27","1,600","불검출","불검출","적합"
"6","소스","지바현","2018-08-03","3,271","불검출","불검출","적합"
"7","양조간장","지바현","2018-07-18","63","불검출","불검출","적합"
"8","소스","지바현","2018-07-25","121","불검출","불검출","적합"
"9","소스","지바현","2018-07-16","79","불검출","불검출","적합"
"10","소스","후쿠오카현","2018-08-09","1,300","불검출","불검출","적합"
"11","소스","사가현","2018-08-21","1,288","불검출","불검출","적합"
"12","소스","사가현","2018-08-20","2,450","불검출","불검출","적합"
"13","캔디류","나가노현","2018-08-03","4,243","불검출","불검출","적합"
