"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","오이타현","2016-11-14","340","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2016-11-14","287","불검출","불검출","적합"
"19","냉장돔(황돔)","야마구치현","2016-11-14","235","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-11-14","1,367","불검출","불검출","적합"
"21","냉장갈치","후쿠오카현","2016-11-14","475","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-11-14","1,720","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-11-14","3,780","불검출","불검출","적합"
"24","냉장갈치","오이타현","2016-11-14","890","불검출","불검출","적합"
"25","냉장갈치","미야자키현","2016-11-14","80","불검출","불검출","적합"
"26","냉동다랑어
(눈다랑어,목살)","태평양","2016-11-14","219","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-11-14","5,849","불검출","불검출","적합"
"28","활가리비","홋카이도","2016-11-14","4,418","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-11-14","7,579","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-11-14","7,470","불검출","불검출","적합"
"31","활장어(먹장어)","야마구치현","2016-11-14","2,021","불검출","불검출","적합"
"32","활장어(먹장어)","나가사키현","2016-11-14","1,540","불검출","불검출","적합"
"33","활장어(먹장어)","후쿠오카현","2016-11-14","1,500","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2016-11-14","9,133","불검출","불검출","적합"
"35","활가리비","홋카이도","2016-11-14","7,439","불검출","불검출","적합"
