"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","110,735","-","-","-"
"1","활가리비","홋카이도","2016-11-14","7,700","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2016-11-14","7,000","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-11-14","7,000","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-11-14","490","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-14","1,100","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-11-14","490","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-11-14","1,100","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-11-14","3,264","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-14","3,000","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-11-14","2,730","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-14","2,740","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-14","2,870","불검출","불검출","적합"
"13","활꼬막","사가현","2016-11-14","2,160","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-14","3,000","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-11-14","2,837","불검출","불검출","적합"
"16","활가리비","홋카이도","2016-11-14","6,912","불검출","불검출","적합"
