"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"81","청주","야마구치현","2018-10-17","173","불검출","불검출","적합"
"82","소스","히로시마현","2018-10-20","180","불검출","불검출","적합"
"83","청주","야마구치현","2018-10-15","1,296","불검출","불검출","적합"
"84","청주","니가타현","2017-07-01","3,456","불검출","불검출","적합"
"85","과자","아이치현","2018-10-16","120","불검출","불검출","적합"
"86","소스","히로시마현","2018-10-09","432","불검출","불검출","적합"
"87","캔디류","미에현","2018-10-25","634","불검출","불검출","적합"
"88","캔디류","미에현","2018-10-26","422","불검출","불검출","적합"
"89","캔디류","미에현","2018-10-26","296","불검출","불검출","적합"
"90","청주","야마구치현","2018-10-16","346","불검출","불검출","적합"
"91","건면","이바라키현","2018-11-03","917","불검출","불검출","적합"
"92","소스","도치기현","2018-09-05","60","불검출","불검출","적합"
"93","소스","도치기현","2018-09-06","240","불검출","불검출","적합"
"94","소스","지바현","2018-09-19","929","불검출","불검출","적합"
"95","개별인정형건강기
능식품","도쿄도","2018-10-03","85","불검출","불검출","적합"
"96","건면","이바라키현","2018-11-02","769","불검출","불검출","적합"
"97","혼합제제","효고현","2018-11-15","17","불검출","불검출","적합"
"98","카레(커리)","나라현","2018-10-03","1,000","불검출","불검출","적합"
"99","소스","사가현","2018-10-09","6,674","불검출","불검출","적합"
"100","혼합제제","오사카부","2018-11-09","200","불검출","불검출","적합"
"101","혼합제제","시가현","2018-11-06","300","불검출","불검출","적합"
"102","혼합제제","효고현","2018-11-08","17","불검출","불검출","적합"
"103","혼합제제","효고현","2018-11-14","68","불검출","불검출","적합"
"104","전분","가고시마현","2017-11-23","18,500","불검출","불검출","적합"
"105","과자","오사카부","2018-10-31","1,344","불검출","불검출","적합"
"106","발효식초","도치기현","2018-10-19","128","불검출","불검출","적합"
"107","소스","도치기현","2018-10-04","6,703","불검출","불검출","적합"
"108","소스","도치기현","2018-10-03","1,287","불검출","불검출","적합"
"109","혼합제제","효고현","2018-10-31","68","불검출","불검출","적합"
"110","청주","오이타현","2018-11-01","3,280","불검출","불검출","적합"
"111","혼합제제","효고현","2018-10-25","51","불검출","불검출","적합"
"112","청주","오이타현","2018-11-01","2,516","불검출","불검출","적합"
"113","합성향료","효고현","2018-11-07","34","불검출","불검출","적합"
