"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활장어(뱀장어)","튀니지","2018-12-06","989","적합","적합","적합"
"2","냉동꽁치","대만","2018-12-06","525,552","적합","적합","적합"
"3","냉동꽁치","대만","2018-12-06","125,931","적합","적합","적합"
"4","냉동꽁치","대만","2018-12-06","44,630","적합","적합","적합"
"5","냉동꽁치","대만","2018-12-06","497,464","적합","적합","적합"
"6","냉동다랑어(눈다랑어,목살,횟감)","대만","2018-12-06","909","적합","적합","적합"
"7","염장해파리","태국","2018-12-06","14,000","적합","적합","적합"
"8","냉동꽁치","대만","2018-12-06","44,980","적합","적합","적합"
"9","냉동꽁치","대만","2018-12-06","45,385","적합","적합","적합"
"10","냉동새우(흰다리새우)","말레이시아","2018-12-06","18,700","적합","적합","적합"
"11","냉동꽁치","대만","2018-12-06","194,857","적합","적합","적합"
"12","냉동꽁치","대만","2018-12-06","44,284","적합","적합","적합"
"13","마른상어(지느러미,자숙)","싱가포르","2018-12-06","100","적합","적합","적합"
"14","냉동대구","러시아","2018-12-06","6,385","적합","적합","적합"
"합계","","-","-","1,564,166","-","-","-"
