"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"147","기타 농산가공품","미에현","2018-11-13","120","불검출","불검출","적합"
"148","식육함유가공품","구마모토현","2018-05-24","324","불검출","불검출","적합"
"149","구연산삼나트륨","가고시마현","2018-10-17","50","불검출","불검출","적합"
"150","과자","이바라키현","2018-11-10","3,420","불검출","불검출","적합"
"151","합성향료","가나가와현","2018-09-04","31","불검출","불검출","적합"
"152","합성향료","가나가와현","2018-11-14","171","불검출","불검출","적합"
"153","합성향료","가나가와현","2018-11-14","6","불검출","불검출","적합"
"154","합성향료","가나가와현","2018-11-14","6","불검출","불검출","적합"
"155","혼합제제","히로시마현","2018-11-02","15","불검출","불검출","적합"
"156","혼합제제","히로시마현","2018-10-31","15","불검출","불검출","적합"
"157","전분","가고시마현","2017-11-28","37,000","불검출","불검출","적합"
"158","과·채가공품","이와테현","2018-05-18","120","불검출","불검출","적합"
"159","효모식품","오이타현","2018-08-12","190","불검출","불검출","적합"
"160","효모식품","오이타현","2018-03-29","2,730","불검출","불검출","적합"
"161","초콜릿가공품","훗카이도","2018-11-05","132","불검출","불검출","적합"
"162","초콜릿가공품","훗카이도","2018-11-05","48","불검출","불검출","적합"
"163","초콜릿가공품","훗카이도","2018-11-05","81","불검출","불검출","적합"
"164","초콜릿가공품","훗카이도","2018-11-05","135","불검출","불검출","적합"
"165","초콜릿가공품","훗카이도","2018-11-05","54","불검출","불검출","적합"
"166","초콜릿가공품","훗카이도","2018-11-05","50","불검출","불검출","적합"
"167","초콜릿가공품","훗카이도","2018-11-05","428","불검출","불검출","적합"
"168","초콜릿가공품","훗카이도","2018-11-05","125","불검출","불검출","적합"
"169","초콜릿가공품","훗카이도","2018-11-05","86","불검출","불검출","적합"
"170","초콜릿가공품","훗카이도","2018-11-05","32","불검출","불검출","적합"
"171","초콜릿가공품","훗카이도","2018-11-05","19","불검출","불검출","적합"
"172","가공두부","후쿠오카현","2018-09-20","12,500","불검출","불검출","적합"
"173","소스","후쿠오카현","2018-06-18","4,000","불검출","불검출","적합"
"174","청주","아키타현","2018-11-15","432","불검출","불검출","적합"
"175","카레(커리)","나라현","2018-11-06","2,400","불검출","불검출","적합"
"176","한천","나가노현","2018-11-01","100","불검출","불검출","적합"
"177","폴리글리세린지방
산에스테르","미에현","2018-09-18","60","불검출","불검출","적합"
"178","혼합제제","미에현","2018-11-14","135","불검출","불검출","적합"
"179","프로필렌글리콜지","오사카부","2018-05-15","60","불검출","불검출","적합"
