"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 87건","","","","238,381","","",""
"1","혼합제제","지바현","2018-07-03","70","불검출","불검출","적합"
"2","혼합제제","지바현","2018-07-03","30","불검출","불검출","적합"
"3","캔디류","미에현","2018-06-15","296","불검출","불검출","적합"
"4","빵류","기후현","2018-06-20","990","불검출","불검출","적합"
"5","캔디류","미에현","2018-06-14","296","불검출","불검출","적합"
"6","청주","오이타현","2018-06-27","570","불검출","불검출","적합"
"7","청주","오이타현","2018-05-02","1,140","불검출","불검출","적합"
"8","청주","오이타현","2018-06-29","5,296","불검출","불검출","적합"
"9","카복시메틸셀룰
로스나트륨","시마네현","2018-02-20","2,000","불검출","불검출","적합"
"10","카복시메틸셀룰
로스나트륨","시마네현","2018-01-25","1,000","불검출","불검출","적합"
"11","절임식품","나가노현","2018-06-18","300","불검출","불검출","적합"
"12","절임식품","니가타현","2018-07-09","286","불검출","불검출","적합"
"13","당절임","도쿠시마현","2018-05-31","198","불검출","불검출","적합"
