"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(돌돔)","에히메현","2019-06-03","1,469","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-06-03","1,300","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2019-06-03","4,719","불검출","불검출","적합"
"4","활돔(벤자리)","에히메현","2019-06-03","1,436","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2019-06-03","1,202","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-06-03","3,900","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-06-03","1,300","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-06-03","1,300","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-06-03","1,300","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-06-03","6,944","불검출","불검출","적합"
"11","냉장명태","홋카이도","2019-06-03","1,300","불검출","불검출","적합"
"12","냉장갈치","오이타현","2019-06-03","310","불검출","불검출","적합"
"13","마른해삼(자숙)","시마네현","2019-06-03","100","불검출","불검출","적합"
"합계","","-","-","26,580","-","-","-"
