"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장갈치","후쿠오카현","2015-11-10","830","불검출","불검출","적합"
"17","냉장갈치","야마구치현","2015-11-10","400","불검출","불검출","적합"
"18","냉장갈치","오이타현","2015-11-10","1,061","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2015-11-10","5,044","불검출","불검출","적합"
"20","냉장준치","와카야마현","2015-11-10","320","불검출","불검출","적합"
"21","냉장돔 참돔(
)","야마구치현","2015-11-10","180","불검출","불검출","적합"
"22","냉장돔 황돔(
)","야마구치현","2015-11-10","120","불검출","불검출","적합"
"23","냉장가오리","야마구치현","2015-11-10","190","불검출","불검출","적합"
"24","냉장홍어","야마구치현","2015-11-10","130","불검출","불검출","적합"
"25","냉장명태","홋카이도","2015-11-10","6,910","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2015-11-10","4,950","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-11-10","5,610","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2015-11-10","5,374","불검출","불검출","적합"
"29","냉장갈치","와카야마현","2015-11-10","1,032","불검출","불검출","적합"
"30","냉장갈치","오이타현","2015-11-10","1,780","불검출","불검출","적합"
"31","냉장갈치","히로시마현","2015-11-10","850","불검출","불검출","적합"
"32","냉장갈치","에히메현","2015-11-10","1,090","불검출","불검출","적합"
"33","냉장가오리","에히메현","2015-11-10","340","불검출","불검출","적합"
