"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건30","-","-","73,384","-","-","-"
"1","구운김","사가현","2015-11-09","5","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-11-09","6,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-11-09","5,985","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-11-09","6,251","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-11-09","6,980","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2015-11-09","2,900","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-11-09","5,722","불검출","불검출","적합"
"8","활가리비","홋카이도","2015-11-09","6,660","불검출","불검출","적합"
"9","활돔 강담돔
(
)","나가사키현","2015-11-09","641","불검출","불검출","적합"
"10","활장어 먹장어
(
)","나가사키현","2015-11-09","1,127","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-11-09","8,050","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-11-09","621","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2015-11-09","752","불검출","불검출","적합"
"14","냉장돔 참돔(
)","후쿠오카현","2015-11-09","180","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2015-11-09","220","불검출","불검출","적합"
