"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건29","-","-","204,513","-","-","-"
"1","활돔 참돔(
)","나가사키현","2015-11-05","2,995","불검출","불검출","적합"
"2","활돔 참돔(
)","나가사키현","2015-11-05","6,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-11-05","7,296","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-11-05","6,859","불검출","불검출","적합"
"5","냉동새치
(
황새치 목살
,
)","태평양","2015-11-05","227","불검출","불검출","적합"
"6","냉동다랑어
(
눈다랑어 목살
,
)","태평양","2015-11-05","203","불검출","불검출","적합"
"7","냉동다랑어
(
눈다랑어 목살
,
)","태평양","2015-11-05","356","불검출","불검출","적합"
"8","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2015-11-05","989","불검출","불검출","적합"
"9","활장어 먹장어
(
)","야마구치현","2015-11-05","694","불검출","불검출","적합"
"10","냉동갈치","야마구치현","2015-11-05","2,445","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2015-11-05","8,975","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2015-11-05","8,871","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2015-11-05","9,433","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-11-05","6,250","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2015-11-05","5,039","불검출","불검출","적합"
