"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 85건","","","","1,068,246","","",""
"1","건어포","시즈오카현","2019-06-04","48","불검출","불검출","적합"
"2","L-메티오닌","야마구치현","2018-09-21","150","불검출","불검출","적합"
"3","가공두부","후쿠오카현","2019-06-13","13,680","불검출","불검출","적합"
"4","과자","오사카부","2019-05-25","500","불검출","불검출","적합"
"5","당류가공품","오키나와현","2019-06-17","1,730","불검출","불검출","적합"
"6","L-메티오닌","야마구치현","2018-03-13","150","불검출","불검출","적합"
"7","복합조미식품","교토부","2019-04-09","1,400","불검출","불검출","적합"
"8","기타 수산물가공품","오키나와현","2019-06-18","200","불검출","불검출","적합"
"9","혼합음료","미에현","2019-05-01","506","불검출","불검출","적합"
"10","혼합음료","미에현","2019-05-28","498","불검출","불검출","적합"
"11","탄산음료","오사카부","2019-06-12","600","불검출","불검출","적합"
"12","과자","교토부","","720","불검출","불검출","적합"
"13","과자","교토부","","1,080","불검출","불검출","적합"
"14","과자","교토부","","810","불검출","불검출","적합"
"15","기타가공품","교토부","2018-12-26","25","불검출","불검출","적합"
