"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 113건","","","","893,217","","",""
"1","빵류","아이치현","2019-06-14","4","불검출","불검출","적합"
"2","혼합제제","나가노현","2019-06-19","100","불검출","불검출","적합"
"3","혼합제제","나가노현","2019-06-20","240","불검출","불검출","적합"
"4","고형차","교토부","2019-06-20","1,000","불검출","불검출","적합"
"5","고형차","교토부","2019-06-20","1,800","불검출","불검출","적합"
"6","혼합제제","사이타마현","2019-06-13","120","불검출","불검출","적합"
"7","혼합제제","사이타마현","2019-06-13","40","불검출","불검출","적합"
"8","혼합제제","사이타마현","2019-06-13","40","불검출","불검출","적합"
"9","혼합제제","사이타마현","2019-06-13","80","불검출","불검출","적합"
"10","혼합제제","사이타마현","2019-06-12","160","불검출","불검출","적합"
"11","식물성크림","이바라키현","2019-06-11","192","불검출","불검출","적합"
"12","기타 수산물가공품","히로시마현","2019-06-14","49","불검출","불검출","적합"
"13","빵류","히로시마현","2019-06-15","72","불검출","불검출","적합"
"14","빵류","후쿠오카현","2019-06-13","3,918","불검출","불검출","적합"
"15","소스","교토부","2019-06-18","4,000","불검출","불검출","적합"
