"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","141건","","916,708","","",""
"1","캔디류(젤리)","아이치현","2014-05-14","288","불검출","불검출","적합"
"2","소스류","효고현","2014-05-02","120","불검출","불검출","적합"
"3","드레싱","사이타마현","2014-04-06","136.8","불검출","불검출","적합"
"4","식초절임(매실절임)","와카야마현","2014-04-15","144","불검출","불검출","적합"
"5","탄산음료","오사카부","2014-04-25","1,800","불검출","불검출","적합"
"6","소스류","야마구치현","2014-04-26","400","불검출","불검출","적합"
"7","고형차","교토부","2014-05-21","1,000","불검출","불검출","적합"
"8","고형차","교토부","2014-05-21","1,000","불검출","불검출","적합"
"9","카라멜색소","히로시마현","2014-05-14","2,400","불검출","불검출","적합"
"10","소스류","야마나시현","2014-05-18","2,406","불검출","불검출","적합"
"11","혼합제제","오사카부","2014-05-23","144","불검출","불검출","적합"
"12","맥주","오이타현","2014-04-17","66,240","불검출","불검출","적합"
"13","과자(비스킷)","아이치현","2014-05-22","1,485","불검출","불검출","적합"
"14","과자(비스킷)","아이치현","2014-05-22","1,395","불검출","불검출","적합"
"15","혼합제제","오사카부","2014-05-15","200","불검출","불검출","적합"
"16","캔디류(사탕)","아이치현","2014-05-20","300","불검출","불검출","적합"
"17","카레","효고현","2014-05-24","840","불검출","불검출","적합"
"18","밀크초콜릿","가나가와현","2014-05-13","2,160","불검출","불검출","적합"
