"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","107","","300,513","","",""
"1","가공두부","교토부","2015-05-18","800","불검출","불검출","적합"
"2","빵류(그외 빵류)","오사카부","2015-06-03","195","불검출","불검출","적합"
"3","혼합제제","효고현","2015-06-10","17","불검출","불검출","적합"
"4","과자(스낵과자)","아이치현","2015-04-24","136.8","불검출","불검출","적합"
"5","캔디류(양갱)","아이치현","2015-04-22","432","불검출","불검출","적합"
"6","캔디류(사탕)","미에현","2015-04-02","633.6","불검출","불검출","적합"
"7","캔디류(사탕)","미에현","2015-04-02","422.4","불검출","불검출","적합"
"8","소스류","히로시마현","2015-05-18","3,709.8","불검출","불검출","적합"
"9","캔디류(사탕)","미에현","2015-03-02","211.2","불검출","불검출","적합"
"10","캔디류(캐러멜)","기후현","2015-04-15","320","불검출","불검출","적합"
"11","액상커피","시가현","2015-04-02","432","불검출","불검출","적합"
"12","액상커피","시가현","2015-03-26","259.2","불검출","불검출","적합"
