"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 162건","","","","998,451","","",""
"1","소주","가고시마현","2018-12-08","173","불검출","불검출","적합"
"2","소주","가고시마현","2018-11-19","86","불검출","불검출","적합"
"3","일반증류주","가고시마현","2018-12-26","105","불검출","불검출","적합"
"4","커피/건조","브라질","2016-12-29","3,780","불검출","불검출","적합"
"5","커피/건조","과테말라","2018-05-30","18,975","불검출","불검출","적합"
"6","시클로덱스트린시럽","시즈오카현","2018-12-08","8,000","불검출","불검출","적합"
"7","시클로덱스트린시럽","시즈오카현","2018-11-22","8,000","불검출","불검출","적합"
"8","혼합제제","오사카부","2019-01-21","5,600","불검출","불검출","적합"
"9","양조간장","지바현","2019-01-05","510","불검출","불검출","적합"
"10","양조간장","지바현","2019-01-15","9,407","불검출","불검출","적합"
"11","양조간장","지바현","2019-01-15","7,065","불검출","불검출","적합"
"12","소스","지바현","2018-06-09","122","불검출","불검출","적합"
"13","복합조미식품","야마구치현","2019-01-29","3,300","불검출","불검출","적합"
"14","소스","야마구치현","2018-11-07","1,332","불검출","불검출","적합"
