"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 107건","","","","324,724","","",""
"1","청주","아키타현","2019-01-11","389","불검출","불검출","적합"
"2","청주","효고현","2018-12-21","6,998","불검출","불검출","적합"
"3","청주","돗토리현","2019-01-10","86","불검출","불검출","적합"
"4","소주","가고시마현","2018-12-14","173","불검출","불검출","적합"
"5","청주","아키타현","2019-01-11","144","불검출","불검출","적합"
"6","청주","아키타현","2019-01-11","173","불검출","불검출","적합"
"7","혼합제제","시즈오카현","2018-12-17","40","불검출","불검출","적합"
"8","혼합제제","효고현","2019-01-10","34","불검출","불검출","적합"
"9","혼합제제","효고현","2019-01-10","17","불검출","불검출","적합"
"10","혼합제제","효고현","2019-01-22","17","불검출","불검출","적합"
"11","합성향료","오카야마현","2018-12-27","45","불검출","불검출","적합"
"12","혼합제제","효고현","2019-01-17","34","불검출","불검출","적합"
"13","혼합제제","시가현","2019-01-25","100","불검출","불검출","적합"
"14","합성향료","시가현","2019-01-25","50","불검출","불검출","적합"
