"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 190건","","","","741,232","","",""
"1","혼합제제","효고현","2019-01-24","17","불검출","불검출","적합"
"2","혼합제제","효고현","2019-01-25","17","불검출","불검출","적합"
"3","혼합제제","효고현","2019-01-24","17","불검출","불검출","적합"
"4","종국","오사카부","2019-01-21","22","불검출","불검출","적합"
"5","종국","오사카부","2019-01-21","37","불검출","불검출","적합"
"6","전분","가고시마현","2018-11-02","18,500","불검출","불검출","적합"
"7","소스","히로시마현","2019-01-21","1,222","불검출","불검출","적합"
"8","소스","히로시마현","2019-01-21","1,320","불검출","불검출","적합"
"9","소스","히로시마현","2019-01-07","1,760","불검출","불검출","적합"
"10","소스","히로시마현","2019-01-11","1,260","불검출","불검출","적합"
"11","소스","히로시마현","2018-11-29","1,223","불검출","불검출","적합"
"12","캔디류","아이치현","2019-01-22","206","불검출","불검출","적합"
"13","혼합제제","오사카부","2019-01-23","300","불검출","불검출","적합"
"14","소스","에히메현","2019-01-24","3,020","불검출","불검출","적합"
