"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","119건","","338,487","","",""
"1","빵류(그외  빵류)","효고현","2014-06-04","140.4","불검출","불검출","적합"
"2","향신료조제품","오사카부","2014-05-14","3.6","불검출","불검출","적합"
"3","기타가공품","에히메현","2014-07-02","1.9","불검출","불검출","적합"
"4","맥주","교토부","2014-06-10","51,394.56","불검출","불검출","적합"
"5","소스류","시즈오카현","2014-05-22","108","불검출","불검출","적합"
"6","기타식초","도쿄도","2014-06-10","144","불검출","불검출","적합"
"7","향신료조제품(고추냉이가공품)","아이치현","2014-05-10","310","불검출","불검출","적합"
"8","된장","히로시마현","2014-07-03","280","불검출","불검출","적합"
"9","된장","히로시마현","2014-07-03","320","불검출","불검출","적합"
"10","청주","도치기현","2014-07-07","15,876","불검출","불검출","적합"
"11","양조간장","지바현","2014-06-27","3,330","불검출","불검출","적합"
"12","양조간장","지바현","2014-06-20","1,238.4","불검출","불검출","적합"
"13","양조간장","지바현","2014-05-23","442.8","불검출","불검출","적합"
"14","소스류","지바현","2014-06-04","14.4","불검출","불검출","적합"
"15","기타전분","가고시마현","2014-02-26","40","불검출","불검출","적합"
"16","청주","지바현","2014-07-02","122.4","불검출","불검출","적합"
"17","맥주","사이타마현","2014-07-15","3,360","불검출","불검출","적합"
"18","맥주","사이타마현","2014-05-06","440","불검출","불검출","적합"
"19","과자(스낵과자)","니가타현","2014-07-25","1,214","불검출","불검출","적합"
"20","과자(스낵과자)","니가타현","2014-07-28","102","불검출","불검출","적합"
"21","땅콩또는견과류가공품","후쿠오카현","2014-06-25","3.6","불검출","불검출","적합"
