"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활바리(붉바리)","나가사키현","2018-07-23","70","불검출","불검출","적합"
"2","활돔(돌돔)","나가사키현","2018-07-23","80","불검출","불검출","적합"
"3","냉동복어(까치복)","이시카와현","2018-07-23","23,700","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2018-07-23","583","불검출","불검출","적합"
"5","마른고등어","구마모토현","2018-07-23","3,996","불검출","불검출","적합"
"6","활장어(먹장어)","나가사키현","2018-07-23","621","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2018-07-23","600","불검출","불검출","적합"
"8","냉장준치","후쿠오카현","2018-07-23","100","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2018-07-23","95","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2018-07-23","170","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2018-07-23","352","불검출","불검출","적합"
"12","냉장갈치","오이타현","2018-07-23","40","불검출","불검출","적합"
"13","냉동다랑어(참다랑어,F,횟감)","대서양","2018-07-23","25","불검출","불검출","적합"
"합계","","-","-","30,432","-","-","-"
