"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 111건","","","","195,346","","",""
"1","효모식품","오이타현","2018-04-14","1,800","불검출","불검출","적합"
"2","과자","니가타현","2018-06-13","548","불검출","불검출","적합"
"3","과자","니가타현","2018-06-11","703","불검출","불검출","적합"
"4","과자","야마가타현","2018-05-29","92","불검출","불검출","적합"
"5","조림류","후쿠이현","2018-05-30","17","불검출","불검출","적합"
"6","즉석조리식품","훗카이도","2018-06-17","312","불검출","불검출","적합"
"7","캔디류","후쿠시마현","2018-06-07","441","불검출","불검출","적합"
"8","과·채음료","후쿠오카현","2018-06-05","1,080","불검출","불검출","적합"
"9","청국장","훗카이도","2018-06-23","2,970","불검출","불검출","적합"
"10","소스","훗카이도","2018-04-20","3,600","불검출","불검출","적합"
"11","가공두부","이시카와현","2018-06-27","1,500","불검출","불검출","적합"
"12","소스","나가사키현","2018-06-15","4,900","불검출","불검출","적합"
"13","초콜릿가공품","훗카이도","2018-06-28","126","불검출","불검출","적합"
"14","기타가공품","오사카부","2018-03-26","10","불검출","불검출","적합"
"15","청주","효고현","2018-06-19","2,400","불검출","불검출","적합"
