"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 157건","","","","1,078,431","","",""
"1","효모식품","오이타현","2018-04-29","70","불검출","불검출","적합"
"2","효모식품","가나가와현","2018-04-24","600","불검출","불검출","적합"
"3","트랜스글루타미나아제","가나가와현","2018-05-23","300","불검출","불검출","적합"
"4","트랜스글루타미나아제","가나가와현","2018-05-17","110","불검출","불검출","적합"
"5","트랜스글루타미나아제","가나가와현","2018-03-15","60","불검출","불검출","적합"
"6","혼합제제","가나가와현","2018-05-05","10","불검출","불검출","적합"
"7","복합조미식품","가나가와현","2018-05-26","1,160","불검출","불검출","적합"
"8","기타가공품","오카야마현","2018-07-04","301","불검출","불검출","적합"
"9","전분가공품","시즈오카현","2018-06-14","84","불검출","불검출","적합"
"10","캔디류","도야마현","2018-06-12","905","불검출","불검출","적합"
"11","청주","교토부","2018-04-06","12,000","불검출","불검출","적합"
"12","폴리글리세린
지방산에스테르","효고현","2018-06-01","10","불검출","불검출","적합"
"13","유탕면","아이치현","2018-05-11","80","불검출","불검출","적합"
"14","탄산음료","오사카부","2018-06-14","4,930","불검출","불검출","적합"
